school_name,school_type,grades_served,email,address,city,state,zip_code,longitude,Latitude,phone,website
Fernley High School,Public,9-12,rcross@lyoncsd.org,1300 Hwy 95A South,Fernley,NV,89408,39.581382,-119.243179,(775)575-3400,https://www.fhs.lyoncsd.org
Smith Valley Schools,Public,Pre-K-12,dmattice@lyoncsd.org,20 Day Lane,Smith,NV,89430,38.802634,-119.327111,(775)465-2332,https://www.svs.lyon.k12.nv.us
Yerington High School,Public,9-12,kbomba-edgerton@lyoncsd.org,114 Pearl Street,Yerington,NV,89447,38.991029,-119.160153,(775)463-6822,https://www.yhs.lyoncsd.org
Dayton High School,Public,9-12,jbumgardner@lyoncsd.org,335 Dayton Valley Road,Dayton,NV,89403,39.238746,-119.572681,(775)246-6240,https://www.dhs.lyoncsd.org
Silver Stage High School,Public,9-12,ataylor@lyoncsd.org,3755 W. Spruce Avenue,Silver Springs,NV,89429,39.390444,-119.285008,(775)577-5071,https://www.sshs.lyon.k12.nv.us
LyOnline,Public,K-12,ccross@lyoncsd.org,3655 Spruce Avenue,Silver Springs,NV,89429,39.390088,-119.284306,(775)577-5128,
Hawthorne Elementary,Public,Pre-K - 6,hayhurst.claire@nvmcsd.org,301 W. 9th St,Hawthorne,NV,89415,38.530722,-118.626566,(775)945-1000,https://www.nvmcsd.org/our-schools/hawthorne-elementary
Schurz Elementary,Public,Pre-K - 6,west.lance@nvmcsd.org,4048 S. Hwy 95,Schurz,NV,89427,38.941669,-118.810249,(775)773-2323,https://www.nvmcsd.org/our-schools/schurz-elementary
Hawthorne Junior High,Public,7-8,keady.monica@nvmcsd.org,601 A St,Hawthorne,NV,89415,38.392724,-118.112173,(775)945-3332,https://www.nvmcsd.org/our-schools/hawthorne-junior-high-school
Mineral County High School,Public,9-12,keady.monica@nvmcsd.org,601 A St,Hawthorne,NV,89415,38.392724,-118.112173,(775)945-3332,https://www.nvmcsd.org/our-schools/mineral-county-high-school
Manse Elementary School,Public,Pre-K - 5,ebreier@nyeschools.org,4881 N Lola Ln,Pahrump,NV,89060,36.291495,-116.023338,(775)727-5252,http://manse.nye.k12.nv.us/
Round Mountain Elementary School,Public,Pre-K - 5,twind@nyeschools.org,59 Hadley Cir,Round Mountain,NV,89045,38.694033,-117.162118,(775)377-2236,http://rndmtn-es.nye.k12.nv.us/
Gabbs Elementary School,Public,Pre-K - 5,hriggs@nyeschools.org,511 East Ave,Gabbs,NV,89409,38.859532,-117.931859,(775)285-2692,http://gabbs.nye.k12.nv.us/
Amargosa Valley Elementary School,Public,Pre-K - 5,aarceo@nyeschools.org,1560 E. Amargosa Farm Rd.,Amargosa,NV,89020,36.56895,-116.460931,(775)372-5324,http://amargosa.nye.k12.nv.us/
J G Johnson Elementary School,Public,Pre-K - 5,sdemasi@nyeschools.org,900 E Jack Rabbit St,Pahrump,NV,89048,36.194469,-115.997617,(775)727-6619,http://jgjohnson.nye.k12.nv.us/
Beatty Elementary School,Public,Pre-K - 5,ssullivan@nyeschools.org,301 N 4th St,Beatty,NV,89003,36.907787,-116.762851,(775)553-2902,http://beatty-ems.nye.k12.nv.us/
Tonopah Elementary School,Public,Pre-K - 5,mjeffrey@nyeschools.org,1220 Idaho Cir,Tonopah,NV,89049,38.060842,-117.23135,(775)482-6644,http://tonopah-ems.nye.k12.nv.us/
Hafen Elementary School,Public,Pre-K - 5,jperuch@nyeschools.org,7120 S Hafen Ranch Rd,Pahrump,NV,89061,36.115458,-115.904804,(775)751-4688,http://hafen.nye.k12.nv.us/
Floyd Elementary School,Public,Pre-K - 5,gbailey@nyeschools.org,6181 S Jane Ave,Pahrump,NV,89061,36.128939,-115.930253,(775)751-4060,http://floyd.nye.k12.nv.us/
Rosemary Clarke Middle School,Public,6-8,asutton@nyeschools.org,4201 N Blagg Rd,Pahrump,NV,89060,36.282072,-116.014372,(775)727-5546,http://rclarke.nye.k12.nv.us/
Beatty Middle School,Public,6-8,ssullivan@nyeschools.org,301 N 4th St,Beatty,NV,89003,36.907787,-116.762851,(775)553-2902,http://beatty-ems.nye.k12.nv.us/
Tonopah Middle School,Public,6-8,mjeffrey@nyeschools.org,1220 Idaho Cir,Tonopah,NV,89049,38.060842,-117.23135,(775)482-3698,http://tonopah-ems.nye.k12.nv.us/
Round Mountain Middle School,Public,6-8,twind@nyeschools.org,61 Hadley Cir,Round Mountain,NV,89045,38.696369,-117.157225,(775)377-2690,http://rndmtn-js-hs.nye.k12.nv.us/
Gabbs Middle School,Public,6-8,hriggs@nyeschools.org,511 East Ave,Gabbs,NV,89409,38.859532,-117.931859,(775)285-2692,http://gabbs.nye.k12.nv.us/
Amargosa Valley Middle School,Public,6-8,aarceo@nyeschools.org,1560 E. Amargosa Farm Rd.,Amargosa,NV,89020,36.56895,-116.460931,(775)372-5324,http://amargosa.nye.k12.nv.us/
Beatty High School,Public,9-12,ssullivan@nyeschools.org,1 Hornet Ave,Beatty,NV,89003,36.901813,-116.75721,(775)553-2595,http://beatty-hs.nye.k12.nv.us/
Gabbs High School,Public,9-12,hriggs@nyeschools.org,511 East Ave,Gabbs,NV,89409,38.859532,-117.931859,(775)285-2692,http://gabbs.nye.k12.nv.us/
Tonopah High School,Public,9-12,mjeffrey@nyeschools.org,1 Ray Tennant Dr,Tonopah,NV,89049,38.057285,-117.215503,(775)482-3698,http://tonopah-hs.nye.k12.nv.us/
Pahrump Valley High School,Public,9-12,dveloz@nyeschools.org,501 E Calvada Blvd,Pahrump,NV,89048,36.190206,-116.005986,(775)727-7737,http://pvalley-hs.nye.k12.nv.us/
Round Mountain High School,Public,9-12,twind@nyeschools.org,61 Hadley Cir,Round Mountain,NV,89045,38.696369,-117.157225,(775)377-2690,http://rndmtn-js-hs.nye.k12.nv.us/
Bordewich/Bray Elementary,Public,Pre-K - 5,Crichetta@carson.k12.nv.us,110 S. Thompson St.,Carson City,NV,89703,39.162915,-119.772771,(775)283-2400,HTTP://BORDEWICH.CARSONCITYSCHOOLS.COM/ 
Edith W. Fritsch Elementary,Public,Pre-K - 5,dbrown@carson.k12.nv.us,504 Bath St.,Carson City,NV,89703,39.176119,-119.772055,(775)283-1400,HTTP://FRITSCH.CARSONCITYSCHOOLS.COM/ 
Fremont Elementary,Public,Pre-K - 5,Jward@carson.k12.nv.us,1511 Firebox Rd.,Carson City,NV,89701,39.155312,-119.750713,(775)283-1200,HTTP://FREMONT.CARSONCITYSCHOOLS.COM/ 
Al Seeliger Elementary,Public,Pre-K - 5,Kpryor@carson.k12.nv.us,2800 S. Saliman Rd.,Carson City,NV,89701,39.142005,-119.754301,(775)283-2200,HTTP://SEELIGER.CARSONCITYSCHOOLS.COM/ 
Empire Elementary,Public,Pre-K - 5,Rvirgil@carson.k12.nv.us,1260 Monte Rosa Dr.,Carson City,NV,89701,39.171239,-119.729463,(775)283-1100,HTTP://EMPIRE.CARSONCITYSCHOOLS.COM/ 
Mark Twain Elementary,Public,Pre-K - 5,Ccrookshanks@carson.k12.nv.us,2111 Carriage Crest Dr.,Carson City,NV,89706,39.180154,-119.750612,(775)283-1000,HTTP://MARKTWAIN.CARSONCITYSCHOOLS.COM/ 
Carson Middle School,Public,6-8,Arobinson@carson.k12.nv.us,1140 W. King St.,Carson City,NV,89703,39.164815,-119.777019,(775)283-2800,HTTP://CMS.CARSONCITYSCHOOLS.COM/ 
Eagle Valley Middle School,Public,6-8,Ghoppe@carson.k12.nv.us,4151 E. Fifth St.,Carson City,NV,89701,39.158976,-119.720224,(775)283-2600,HTTP://EVMS.CARSONCITYSCHOOLS.COM/ 
Carson High School,Public,9-12,Dcarstens@carson.k12.nv.us,1111 N. Saliman Rd.,Carson City,NV,89701,39.16929,-119.747386,(775)283-1600,HTTP://CARSONHIGH.COM/NEW/MAIN/ 
Imlay Elementary School,Public,K-5,wharvey@pcsdnv.com,380 Main Street,Imlay,NV,89418,40.659353,-118.148111,(775)538-7360,www.pcsdnv.com
Lovelock Elementary School,Public,Pre-K - 5,wharvey@pcsdnv.com,1100 Harvard Way,Lovelock,NV,89419,40.182629,-118.482185,(775)273-2176,www.pcsdnv.com
Pershing County Middle School,Public,6-8,smurphy@pcsdnv.com,1295 Elmhurst Avenue,Lovelock,NV,89419,40.183174,-118.479801,(775)273-1200,www.pcsdnv.com
Pershing County High School,Public,9-12,jreynolds@pcsdnv.com,1215 Franklin Avenue,Lovelock,NV,89419,40.183821,-118.47893,(775)273-2625,www.pcsdnv.com
Hugh Gallagher Elementary School,Public,Pre-K - 5,shess@storeynv.com,191 South D Street,Virginia City,NV,89440,39.30801,-119.649535,(775)847-0977,
Hillside Elementary School,Public,Pre-K - 5,shess@storeynv.com,1250 Peri Ranch Road,Sparks,NV,89434,39.509267,-119.638991,(775)342-0400,
Virginia City Middle School,Public,6-8,cfarnworth@storeynv.com,127 South D street,Virginia City,NV,89440,39.309028,-119.64961,(775)847-0980,
Virginia City High School,Public,9-12,cfarnworth@storeynv.com,95 South R Street,Virginia City,NV,89440,39.307775,-119.641717,(775)847-0992,
ANDERSON ELEMENTARY,Public,Pre-K - 5,ksady@washoeschools.net,1055 BERRUM LANE,RENO,NV,89509,39.494461,-119.809637,(775)689-2500,https://www.washoeschools.net/anderson
ECHO LODER ELEMENTARY SCHOOL,Public,Pre-K - 5,MaCulpepper@WashoeSchools.net,600 Apple Street,RENO,NV,89502,39.503142,-119.792818,(775)689-2540,https://www.washoeschools.net/loder
ELMCREST ELEMENTARY,Public,Pre-K - 5,JNWilson@washoeschools.net,855 MCDONALD DR,RENO,NV,89503,39.53321,-119.84196,(775)746-5850,https://www.washoeschools.net/elmcrest
GLENN DUNCAN S.T.E.M. ACADEMY,Public,Pre-K - 5,RGSmith@washoeschools.net,1200 MONTELLO ST,RENO,NV,89512,39.541335,-119.79458,(775)333-5190,https://www.washoeschools.net/duncan
GRACE WARNER ELEMENTARY,Public,Pre-K - 5,jcmiller@washoeschools.net,3075 Heights Drive,RENO,NV,89503,39.528834,-119.855367,(775)746-5830,https://www.washoeschools.net/warner
HUNTER LAKE ELEMENTARY,Public,Pre-K - 5,AMcWilliams@washoeschools.net,909 HUNTER LAKE DR,RENO,NV,89509,39.511268,-119.836126,(775)333-5040,https://www.washoeschools.net/hunterlake
JESSIE BECK ELEMENTARY,Public,Pre-K - 5,ELane@washoeschools.net,1900 Sharon Way,RENO,NV,89509,39.504814,-119.825867,(775)689-2520,https://www.washoeschools.net/beck
LIBBY BOOTH ELEMENTARY,Public,Pre-K - 5,mculpepper@WashoeSchools.net,1450 STEWART ST,RENO,NV,89502,39.520739,-119.794168,(775)333-5140,https://www.washoeschools.net/booth
MAMIE TOWLES ELEMENTARY,Public,Pre-K - 5,KMartin@washoeschools.net,2800 Kings Row,RENO,NV,89503,39.537638,-119.850586,(775)746-5820,https://www.washoeschools.net/towles
ROLLAN MELTON ELEMENTARY,Public,Pre-K - 5,JBatavia@washoeschools.net,6575 Archimedes Lane,RENO,NV,89523,39.545867,-119.893595,(775)746-7440,https://www.washoeschools.net/melton
MOUNT ROSE K-8 ACADEMY OF LANGUAGES,Public,K-8,RMares@washoeschools.net,915 Lander Street,RENO,NV,89509,39.515376,-119.815962,(775)333-5030,https://www.washoeschools.net/mountrose
DOUBLE DIAMOND ELEMENTARY,Public,Pre-K - 5,HThaxton@washoeschools.net,1200 South Meadows Parkway,RENO,NV,89521,39.440957,-119.748008,(775)850-6212,https://www.washoeschools.net/doublediamond
PEAVINE ELEMENTARY,Public,Pre-K - 5,AHowe@washoeschools.net,1601 Grandview Ave,RENO,NV,89503,39.540643,-119.833541,(775)746-5840,https://www.washoeschools.net/peavine
RITA CANNAN ELEMENTARY,Public,Pre-K - 5,JSchocko@washoeschools.net,2450 Cannan Street,RENO,NV,89512,39.550028,-119.784687,(775)353-5750,https://www.washoeschools.net/cannan
ROGER CORBETT ELEMENTARY,Public,Pre-K - 5,JPazar@washoeschools.net,1901 Villanova Drive,RENO,NV,89502,39.509627,-119.7848,(775)333-5180,https://www.washoeschools.net/corbett
ROY GOMM ELEMENTARY,Public,K-5,BHBarker@washoeschools.net,4000 MAYBERRY DR,RENO,NV,89519,39.506673,-119.860541,(775)333-5000,https://www.washoeschools.net/gomm
SMITHRIDGE S.T.E.M. ACADEMY,Public,Pre-K - 5,MDixon@washoeschools.net,4801 Neil Road,RENO,NV,89502,39.480159,-119.782848,(775)689-2560,https://www.washoeschools.net/smithridge
STEAD ELEMENTARY,Public,Pre-K - 5,rwilliams@washoeschools.net,10580 Stead Blvd,RENO,NV,89506,39.624134,-119.881465,(775)677-5480,https://www.washoeschools.net/stead
VETERANS MEMORIAL S.T.E.M. ACADEMY,Public,K-5,MMadrid@washoeschools.net,1200 Locust Street,RENO,NV,89502,39.513365,-119.7996,(775)333-5090,https://www.washoeschools.net/veterans
AGNES RISLEY ELEMENTARY,Public,Pre-K - 5,MSullivan@washoeschools.net,1900 Sullivan Lane,SPARKS,NV,89431,39.550634,-119.770551,(775)353-5760,https://www.washoeschools.net/risley
ALICE MAXWELL ELEMENTARY,Public,Pre-K - 5,CWinter@washoeschools.net,2300 North Rock Blvd,SPARKS,NV,89431,39.552192,-119.761165,(775)353-5580,https://www.washoeschools.net/maxwell
FLORENCE DRAKE ELEMENTARY,Public,Pre-K - 5,jshipman@washoeschools.net,2755 Fourth Street,SPARKS,NV,89431,39.555404,-119.74909,(775)353-5510,https://www.washoeschools.net/drake
GREENBRAE ELEMENTARY,Public,Pre-K - 5,JReddig@washoeschools.net,1840 4TH STREET,SPARKS,NV,89431,39.548518,-119.747801,(775)353-5530,https://www.washoeschools.net/greenbrae
KATE SMITH ELEMENTARY,Public,Pre-K - 5,JHodges@washoeschools.net,1925 F STREET,SPARKS,NV,89431,39.538586,-119.769324,(775)353-5720,https://www.washoeschools.net/katesmith
LENA JUNIPER ELEMENTARY,Public,K-5,KPolson@washoeschools.net,225 QUEEN WAY,SPARKS,NV,89431,39.56106,-119.745036,(775)353-5540,https://www.washoeschools.net/juniper
LINCOLN PARK ELEMENTARY,Public,Pre-K - 5,HCurtis@washoeschools.net,201 Lincoln Way,SPARKS,NV,89431,39.538575,-119.745548,(775)353-5570,https://www.washoeschools.net/lincolnpark
ROBERT MITCHELL ELEMENTARY,Public,Pre-K - 5,KConway@washoeschools.net,1216 Prater Way,SPARKS,NV,89431,39.539535,-119.758515,(775)353-5590,https://www.washoeschools.net/mitchell
BROWN ELEMENTARY,Public,Pre-K - 5,abryan@washoeschools.net,13815 Spelling Court,RENO,NV,89521,39.403206,-119.725331,(775)851-5600,https://www.washoeschools.net/brown
HUFFAKER ELEMENTARY,Public,Pre-K - 5,LLove@washoeschools.net,980 WHEATLAND RD,RENO,NV,89511,39.470347,-119.804671,(775)689-2510,https://www.washoeschools.net/huffaker
DOROTHY LEMELSON S.T.E.M. ACADEMY ES,Public,Pre-K - 5,SNovelli@washoeschools.net,2001 SOARING EAGLE DR,RENO,NV,89512,39.546302,-119.809127,(775)333-5080,https://www.washoeschools.net/lemelson
LEMMON VALLEY ELEMENTARY,Public,Pre-K - 5,Brynn.Hall@washoeschools.net,255 W Patrician Drive,RENO,NV,89506,39.645536,-119.838198,(775)677-5460,https://www.washoeschools.net/lemmonvalley
PLEASANT VALLEY ELEMENTARY,Public,Pre-K - 5,DCordell@washoeschools.net,405 SURREY DRIVE,RENO,NV,89511,39.351603,-119.781056,(775)849-0255,https://www.washoeschools.net/pleasantvalley
SUN VALLEY ELEMENTARY,Public,K-5,Ashley.Mattick@WashoeSchools.net,5490 LEON DRIVE,SPARKS,NV,89433,39.592063,-119.775147,(775)674-4420,https://www.washoeschools.net/sunvalley
VERDI ELEMENTARY,Public,Pre-K - 5,YFong@washoeschools.net,250 Bridge Street,VERDI,NV,89439,39.521149,-119.990069,(775)345-8100,https://www.washoeschools.net/verdi
NATCHEZ ELEMENTARY,Public,K-5,Jake.Chapin@washoeschools.net,1 Hwy 447,WADSWORTH,NV,89442,39.635853,-119.289506,(775)351-1902,https://www.washoeschools.net/natchez
LLOYD DIEDRICHSEN ELEMENTARY,Public,Pre-K - 5,CSego@washoeschools.net,1735 DEL ROSA WAY,SPARKS,NV,89434,39.551937,-119.711228,(775)353-5730,https://www.washoeschools.net/diedrichsen
KATHERINE DUNN ELEMENTARY,Public,Pre-K - 5,AFannin@washoeschools.net,1135 O CALLAGHAN DR,SPARKS,NV,89434,39.547443,-119.725853,(775)353-5520,https://www.washoeschools.net/dunn
VIRGINIA PALMER ELEMENTARY,Public,Pre-K - 5,Eric.Rogers@washoeschools.net,5890 KLONDIKE,SPARKS,NV,89433,39.606545,-119.760637,(775)674-4400,https://www.washoeschools.net/palmer
JESSE HALL ELEMENTARY SCHOOL,Public,Pre-K - 5,VSherbondy@washoeschools.net,185 SHELBY DRIVE,SPARKS,NV,89436,39.634562,-119.733819,(775)425-7755,https://www.washoeschools.net/hall
MIGUEL SEPULVEDA ELEMENTARY SCHOOL,Public,Pre-K - 5,ABray@washoeschools.net,5075 ION DRIVE,SPARKS,NV,89436,39.583909,-119.732467,(775)626-5257,https://www.washoeschools.net/sepulveda
NICK POULAKIDAS ELEMENTARY SCHOOL,Public,Pre-K - 5,Chantal.Lee@washoeschools.net,9600 MOJAVE SKY DR,RENO,NV,89521,39.447237,-119.722458,(775)852-6570,https://www.washoeschools.net/poulakidas
JOHN BOHACH ELEMENTARY SCHOOL,Public,Pre-K - 5,HGavrilles@washoeschools.net,1100 WINDMILL FARMS PKWY,SPARKS,NV,89436,39.610045,-119.72465,(775)626-0062,https://www.washoeschools.net/bohach
MICHAEL INSKEEP ELEMENTARY SCHOOL,Public,Pre-K - 5,SEgloff@washoeschools.net,18001 Briar Drive,RENO,NV,89508,39.695109,-119.972798,(775)677-3800,
JWOOD RAW ELEMENTARY SCHOOL,Public,Pre-K - 5,jaucoin@washoeschools.net,10600 Green Pasture Dr,Reno,NV,89521,39.41943,-119.725395,(775)851-5444,
INCLINE ELEMENTARY,Public,Pre-K - 5,Sarah.Zabel@washoeschools.net,915 NORTHWOOD BLVD,INCLINE VILLAGE,NV,89451,39.252449,-119.950379,(775)832-4250,https://www.washoeschools.net/inclinees
NANCY GOMES ELEMENTARY,Public,Pre-K - 5,NCapovilla@washoeschools.net,3870 LIMKIN STREET,RENO,NV,89508,39.680383,-119.96846,(775)677-5440,https://www.washoeschools.net/gomes
ELIZABETH LENZ ELEMENTARY,Public,Pre-K - 5,SShoolroy@washoeschools.net,2500 HOMELAND DRIVE,RENO,NV,89511,39.42733,-119.775709,(775)851-5620,https://www.washoeschools.net/lenz
EDWIN S. DODSON ELEMENTARY,Public,Pre-K - 5,SRamacciotti@washoeschools.net,4355 HOUSTON DR,RENO,NV,89502,39.489885,-119.751025,(775)689-2530,https://www.washoeschools.net/dodson
JERRY WHITEHEAD ELEMENTARY,Public,K-5,STimmons@washoeschools.net,3570 WATERFALL DR,SPARKS,NV,89434,39.564467,-119.710878,(775)626-5200,https://www.washoeschools.net/whitehead
ALICE SMITH ELEMENTARY,Public,Pre-K - 5,JeMiller@washoeschools.net,1070 Beckwourth Drive,RENO,NV,89506,39.607062,-119.837157,(775)677-5410,https://www.washoeschools.net/alicesmith
CAUGHLIN RANCH ELEMENTARY,Public,Pre-K - 5,CLean@washoeschools.net,4885 VILLAGE GREEN PKWY,RENO,NV,89519,39.482785,-119.857902,(775)689-2600,https://www.washoeschools.net/caughlinranch
HIDDEN VALLEY ELEMENTARY,Public,Pre-K - 5,Amy.Hicks@washoeschools.net,2115 Alphabet Drive,RENO,NV,89502,39.499994,-119.716831,(775)857-3150,https://www.washoeschools.net/hiddenvalley
SILVER LAKE ELEMENTARY,Public,Pre-K - 5,KPWalker@washoeschools.net,8719 Red Baron Blvd,RENO,NV,89506,39.632895,-119.901595,(775)677-5400,https://www.washoeschools.net/silverlake
GEORGE WESTERGARD ELEMENTARY,Public,Pre-K - 5,JStern@washoeschools.net,1785 Ambassador Drive,RENO,NV,89523,39.527112,-119.89254,(775)746-5800,https://www.washoeschools.net/westergard
ALYCE TAYLOR ELEMENTARY,Public,Pre-K - 5,kaustill@washoeschools.net,252 Egyptian Way,SPARKS,NV,89441,39.653087,-119.710167,(775)425-7700,https://www.washoeschools.net/taylor
LOIS ALLEN ELEMENTARY,Public,Pre-K - 5,Jill.Dickey@washoeschools.net,5155 MCGUFFEY ROAD,SPARKS,NV,89433,39.579644,-119.786404,(775)674-4430,https://www.washoeschools.net/allen
MARVIN MOSS ELEMENTARY,Public,Pre-K - 5,CRiordan@washoeschools.net,2200 PRIMIO WAY,SPARKS,NV,89434,39.550636,-119.697435,(775)353-5507,https://www.washoeschools.net/moss
DESERT HEIGHTS ELEMENTARY,Public,K-5,DFrydman@washoeschools.net,13948 MOUNT BISMARK STREET,RENO,NV,89506,39.653582,-119.882578,(775)677-5444,https://www.washoeschools.net/desertheights
SPANISH SPRINGS ELEMENTARY,Public,Pre-K - 5,DaKirk@washoeschools.net,100 Marilyn Mae Drive,SPARKS,NV,89441,39.644225,-119.693589,(775)425-7710,https://www.washoeschools.net/spanishspringses
SARAH WINNEMUCCA ELEMENTARY,Public,Pre-K - 5,MWill@washoeschools.net,1349 BACKER WY,RENO,NV,89523,39.523455,-119.879001,(775)746-5810,https://www.washoeschools.net/winnemucca
BUD BEASLEY ELEMENTARY,Public,Pre-K - 5,AStulock@washoeschools.net,2100 Canyon Parkway,SPARKS,NV,89436,39.58093,-119.707293,(775)626-5250,https://www.washoeschools.net/beasley
DONNER SPRINGS ELEMENTARY,Public,Pre-K - 5,mriggs@washoeschools.net,5125 Escuela Way,RENO,NV,89502,39.47632,-119.744292,(775)689-2626,https://www.washoeschools.net/donnersprings
BERNICE MATHEWS ELEMENTARY,Public,Pre-K - 5,ASchlatter@washoeschools.net,2750 ELEMENTARY DR,RENO,NV,89512,39.541731,-119.778675,(775)353-5950,https://www.washoeschools.net/mathews
TED HUNSBERGER ELEMENTARY,Public,K-5,EDawson@WashoeSchools.net,2505 Crossbow,RENO,NV,89511,39.406508,-119.800748,(775)851-7095,https://www.washoeschools.net/hunsberger
ESTHER BENNETT ELEMENTARY,Public,Pre-K - 5,GDiaz@washoeschools.net,5900 Sidehill Drive,SPARKS,NV,89433,39.608171,-119.783938,(775)674-4444,https://www.washoeschools.net/bennett
VAN GORDER ELEMENTARY,Public,Pre-K - 5,SWhisler@washoeschools.net,7650 CAMPELLO DRIVE,SPARKS,NV,89436,39.625158,-119.682344,(775)425-7722,https://www.washoeschools.net/vangorder
ARCHIE CLAYTON PRE-A.P. ACADEMY,Public,6-8,MMartindale@washoeschools.net,1295 Wyoming Avenue,RENO,NV,89503,39.536482,-119.847491,(775)746-5860,https://www.washoeschools.net/clayton
EDWARD L. PINE MIDDLE SCHOOL,Public,6-8,leah.ramsey@washoeschools.net,4800 Neil Road,RENO,NV,89502,39.479992,-119.780711,(775)689-2550,https://www.washoeschools.net/pine
DARREL SWOPE MIDDLE SCHOOL,Public,6-8,EGilbert@washoeschools.net,901 Keele Drive,RENO,NV,89509,39.509955,-119.847135,(775)333-5330,https://www.washoeschools.net/swope
E. OTIS VAUGHN MIDDLE SCHOOL,Public,6-8,jcurtis@washoeschools.net,1200 Bresson Avenue,RENO,NV,89502,39.514226,-119.792155,(775)333-5160,https://www.washoeschools.net/vaughn
FRED W. TRANER MIDDLE SCHOOL,Public,6-8,LMDUGAN@WashoeSchools.net,1700 Carville Drive,RENO,NV,89512,39.541397,-119.792255,(775)333-5130,https://www.washoeschools.net/traner
GEORGE L. DILWORTH S.T.E.M ACADEMY,Public,6-8,JPeixoto@washoeschools.net,255 PRATER WAY,SPARKS,NV,89431,39.54094,-119.745569,(775)353-5740,https://www.washoeschools.net/dilworth
SPARKS MIDDLE SCHOOL,Public,6-8,SEPeterson@washoeschools.net,2275 18th Street,SPARKS,NV,89431,39.551913,-119.768432,(775)353-5770,https://www.washoeschools.net/sparksms
WILLIAM OBRIEN MIDDLE SCHOOL,Public,6-8,JBowers@washoeschools.net,5000 Silver Lake Rd,RENO,NV,89506,39.623902,-119.879197,(775)677-5420,https://www.washoeschools.net/obrien
INCLINE MIDDLE SCHOOL,Public,6-8,DLediard@washoeschools.net,931 SOUTHWOOD BLVD,INCLINE VILLAGE,NV,89451,39.246882,-119.946853,(775)832-4220,https://www.washoeschools.net/inclinems
BILLINGHURST MIDDLE SCHOOL,Public,6-8,KArnold@washoeschools.net,6685 CHESTERFIELD LANE,RENO,NV,89523,39.522107,-119.894208,(775)746-5870,https://www.washoeschools.net/billinghurst
LOU MENDIVE MIDDLE SCHOOL,Public,6-8,DHartshorn@washoeschools.net,1900 Whitewood Drive,SPARKS,NV,89434,39.55154,-119.707096,(775)353-5990,https://www.washoeschools.net/mendive
KENDYL DEPOALI MIDDLE SCHOOL,Public,6-8,kendra.carlsen@washoeschools.net,9300 WILBUR MAY PARKWAY,RENO,NV,89521,39.448465,-119.734605,(775)852-6700,https://www.washoeschools.net/depoali
YVONNE SHAW MIDDLE SCHOOL,Public,6-8,DBeil@WashoeSchools.net,600 EAGLE CANYON DR,SPARKS,NV,89441,39.647546,-119.723323,(775)425-7777,https://www.washoeschools.net/shaw
COLD SPRINGS MIDDLE SCHOOL,Public,6-8,MLSheridan@washoeschools.net,18235 CODY COURT,RENO,NV,89508,39.6926,-119.961998,(775)677-5433,https://www.washoeschools.net/coldsprings
SKY RANCH MIDDLE SCHOOL,Public,6-8,JBayliss@washoeschools.net,1200 WINDMILL FARMS,SPARKS,NV,89436,39.609821,-119.721887,(775)626-0060,https://www.washoeschools.net/skyranch
DESERT SKIES MIDDLE SCHOOL,Public,6-8,TQuintana@washoeschools.net,7550 DONATELLO DR,SUN VALLEY,NV,89433,39.621942,-119.764462,(775)674-4915,https://www.washoeschools.net/desertskies
MARCE HERZ MIDDLE SCHOOL,Public,6-8,KACrowley@washoeschools.net,13455 THOMAS CREEK RD,RENO,NV,89511,39.406138,-119.793577,(775)851-5629,
EARL WOOSTER HIGH SCHOOL,Public,9-12,David.Kitchin@washoeschools.net,1331 East Plumb Lane,RENO,NV,89502,39.506292,-119.78256,(775)321-3160,https://www.washoeschools.net/wooster
RENO HIGH SCHOOL,Public,9-12,MNakashima@washoeschools.net,395 BOOTH STREET,RENO,NV,89509,39.517633,-119.827872,(775)333-5050,http://www.rhshuskies.com/
SPARKS HIGH SCHOOL,Public,9-12,CWaddell@washoeschools.net,820 15TH ST,SPARKS,NV,89431,39.541057,-119.76149,(775)353-5550,https://www.washoeschools.net/sparkshs
PROCTER R. HUG HIGH SCHOOL,Public,9-12,TMcelhany@washoeschools.net,3530 Sullivan Lane,Sparks,NV,89431,39.56458,-119.768274,(775)333-5300,https://www.washoeschools.net/hug
EDWARD C. REED HIGH SCHOOL,Public,9-12,JRosenbloom@washoeschools.net,1350 Baring Blvd.,SPARKS,NV,89434,39.557283,-119.719732,(775)353-5700,https://www.washoeschools.net/reed
ROBERT MCQUEEN HIGH SCHOOL,Public,9-12,fholbrook@washoeschools.net,6055 Lancer Street,RENO,NV,89523,39.534743,-119.884857,(775)746-5880,https://www.washoeschools.net/mcqueen
GALENA HIGH SCHOOL,Public,9-12,RJSalter@washoeschools.net,3600 Butch Cassidy Way,RENO,NV,89511,39.38786,-119.77767,(775)851-5630,https://www.washoeschools.net/galena
GERLACH K-12 SCHOOL,Public,Pre-K - 12,STBlack@washoeschools.net,555 E. Sunset Blvd,GERLACH,NV,89412,40.652934,-119.353848,(775)557-2326,https://www.washoeschools.net/gerlach
INCLINE HIGH SCHOOL,Public,9-12,TCahill@washoeschools.net,499 VILLAGE BLVD,INCLINE VILLAGE,NV,89451,39.255172,-119.95213,(775)832-4260,https://www.washoeschools.net/inclinehs
